"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,timestamp
Lithuania,63,+15,,,1,62,1,23,20200321000006
Tunisia,54,+15,1,,1,52,7,5,20200321000006
New Zealand,53,+25,,,,53,,11,20200321000006
Kazakhstan,52,+8,,,,52,,3,20200321000006
Cambodia,51,+14,,,1,50,,3,20200321000006
Oman,48,,,,13,35,,9,20200321000006
Palestine,48,+1,,,17,31,,9,20200321000006
Senegal,47,+11,,,5,42,,3,20200321000006
Guadeloupe,45,+12,,,,45,,112,20200321000006
Azerbaijan,44,,1,,7,36,,4,20200321000006
Georgia,44,+4,,,1,43,1,11,20200321000006
Ukraine,41,+15,3,,1,37,,0.9,20200321000006
Burkina Faso,40,+7,1,,4,35,,2,20200321000006
Uzbekistan,33,+10,,,,33,,1.0,20200321000006
Martinique,32,+9,1,,,31,7,85,20200321000006
Liechtenstein,28,,,,,28,,734,20200321000006
Réunion,28,,,,,28,,31,20200321000006
Afghanistan,24,+2,,,1,23,,0.6,20200321000006
Honduras,24,+12,,,,24,,2,20200321000006
Bangladesh,20,+2,1,,3,16,1,0.1,20200321000006
Cameroon,20,+7,,,2,18,,0.8,20200321000006
Jamaica,19,+4,1,,2,16,,6,20200321000006
DRC,18,+4,,,,18,,0.2,20200321000006
Paraguay,18,+5,,,,18,1,3,20200321000006
Macao,17,,,,10,7,,26,20200321000006
Rwanda,17,+6,,,,17,,1,20200321000006
Cuba,16,+5,1,,,15,,1,20200321000006
Bolivia,16,+1,,,,16,,1,20200321000006
Ghana,16,+5,,,,16,,0.5,20200321000006
Guyana,15,+10,1,,,14,,19,20200321000006
French Guiana,15,,,,,15,,50,20200321000006
Guam,14,+2,,,,14,,83,20200321000006
Montenegro,14,+1,,,,14,,22,20200321000006
Puerto Rico,14,+8,,,,14,,5,20200321000006
Maldives,13,,,,2,11,,24,20200321000006
Guatemala,12,+3,1,,,11,,0.7,20200321000006
Nigeria,12,,,,1,11,,0.06,20200321000006
Channel Islands,12,+1,,,,12,,69,20200321000006
Mauritius,12,+5,,,,12,,9,20200321000006
Monaco,11,+1,,,,11,,280,20200321000006
French Polynesia,11,+5,,,,11,,39,20200321000006
Gibraltar,10,,,,2,8,,297,20200321000006
Ivory Coast,9,,,,1,8,,0.3,20200321000006
Ethiopia,9,+2,,,,9,,0.08,20200321000006
Togo,9,+8,,,,9,,1,20200321000006
Trinidad and Tobago,9,,,,,9,,6,20200321000006
Kenya,7,,,,,7,,0.1,20200321000006
Seychelles,7,+1,,,,7,,71,20200321000006
Barbados,6,+1,,,,6,,21,20200321000006
Equatorial Guinea,6,,,,,6,,4,20200321000006
Kyrgyzstan,6,+3,,,,6,,0.9,20200321000006
Mayotte,6,+2,,,,6,,22,20200321000006
Mongolia,6,,,,,6,,2,20200321000006
Tanzania,6,,,,,6,,0.1,20200321000006
Aruba,5,,,,1,4,,47,20200321000006
Gabon,4,+1,1,+1,,3,,2,20200321000006
Bahamas,4,+1,,,,4,,10,20200321000006
Saint Martin,4,+1,,,,4,,103,20200321000006
Suriname,4,+3,,,,4,,7,20200321000006
Cayman Islands,3,,1,,,2,,46,20200321000006
Curaçao,3,,1,,,2,,18,20200321000006
CAR,3,+2,,,,3,,0.6,20200321000006
Congo,3,,,,,3,,0.5,20200321000006
Madagascar,3,+3,,,,3,,0.1,20200321000006
Namibia,3,,,,,3,,1,20200321000006
St. Barth,3,,,,,3,,304,20200321000006
U.S. Virgin Islands,3,,,,,3,,29,20200321000006
Sudan,2,,1,,,1,,0.05,20200321000006
Benin,2,,,,,2,,0.2,20200321000006
Bermuda,2,,,,,2,,32,20200321000006
Bhutan,2,+1,,,,2,,3,20200321000006
Greenland,2,,,,,2,,35,20200321000006
Guinea,2,+1,,,,2,,0.2,20200321000006
Haiti,2,+2,,,,2,,0.2,20200321000006
Isle of Man,2,+1,,,,2,,24,20200321000006
Liberia,2,,,,,2,,0.4,20200321000006
Mauritania,2,,,,,2,,0.4,20200321000006
New Caledonia,2,,,,,2,,7,20200321000006
Nicaragua,2,+1,,,,2,,0.3,20200321000006
Saint Lucia,2,,,,,2,,11,20200321000006
Zambia,2,,,,,2,,0.1,20200321000006
Nepal,1,,,,1,0,,0.03,20200321000006
Angola,1,+1,,,,1,,0.03,20200321000006
Antigua and Barbuda,1,,,,,1,,10,20200321000006
Cabo Verde,1,+1,,,,1,,2,20200321000006
Chad,1,,,,,1,,0.06,20200321000006
Djibouti,1,,,,,1,,1,20200321000006
El Salvador,1,,,,,1,,0.2,20200321000006
Fiji,1,,,,,1,,1,20200321000006
Gambia,1,,,,,1,,0.4,20200321000006
Vatican City,1,,,,,1,,"1,248",20200321000006
Montserrat,1,,,,,1,,200,20200321000006
Niger,1,,,,,1,,0.04,20200321000006
Papua New Guinea,1,+1,,,,1,,0.1,20200321000006
St. Vincent Grenadines,1,,,,,1,,9,20200321000006
Sint Maarten,1,,,,,1,,23,20200321000006
Somalia,1,,,,,1,,0.06,20200321000006
Eswatini,1,,,,,1,,0.9,20200321000006
Zimbabwe,1,+1,,,,1,,0.07,20200321000006
Total:,"275,138","30,205","11,376","1,345","90,943","172,819","7,974",35.3,20200321000006
