"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,timestamp
Portugal,39,+9,,,,39,,3.8,20200310000045
Czechia,38,+6,,,,38,,3.5,20200310000045
Finland,33,+8,,,1,32,,6.0,20200310000045
Vietnam,31,+1,,,16,15,,0.3,20200310000045
Brazil,25,,,,,25,1,0.1,20200310000045
Palestine,25,+6,,,,25,,4.9,20200310000045
Philippines,24,+14,1,,2,21,1,0.2,20200310000045
Ireland,24,+3,,,,24,,4.9,20200310000045
Slovenia,24,+8,,,,24,,11.5,20200310000045
Algeria,20,,,,,20,,0.5,20200310000045
Russia,20,+3,,,3,17,,0.1,20200310000045
Saudi Arabia,20,+9,,,1,19,,0.6,20200310000045
Indonesia,19,+13,,,,19,,0.1,20200310000045
Oman,18,+2,,,9,9,,3.5,20200310000045
Qatar,18,+3,,,,18,,6.2,20200310000045
Argentina,17,+5,1,,,16,,0.4,20200310000045
Romania,17,+2,,,5,12,,0.9,20200310000045
Poland,17,+6,,,,17,2,0.4,20200310000045
Pakistan,16,+9,,,1,15,,0.1,20200310000045
Ecuador,15,+1,,,,15,1,0.9,20200310000045
Georgia,15,+2,,,,15,1,3.8,20200310000045
Croatia,13,+1,,,,13,,3.2,20200310000045
Chile,13,+3,,,,13,,0.7,20200310000045
Macao,10,,,,10,0,,,20200310000045
Estonia,10,,,,,10,,7.5,20200310000045
Azerbaijan,9,,,,,9,,0.9,20200310000045
Costa Rica,9,,,,,9,1,1.8,20200310000045
Hungary,9,+2,,,,9,,0.9,20200310000045
Peru,9,+2,,,,9,,0.3,20200310000045
Mexico,7,,,,1,6,1,0.1,20200310000045
Slovakia,7,+2,,,,7,,1.3,20200310000045
South Africa,7,+4,,,,7,,0.1,20200310000045
Belarus,6,,,,,6,,0.6,20200310000045
Latvia,6,+3,,,1,5,,3.2,20200310000045
Albania,6,+4,,,,6,,2.1,20200310000045
Maldives,6,+2,,,,6,,,20200310000045
Dominican Republic,5,,,,,5,,0.5,20200310000045
Luxembourg,5,,,,,5,,,20200310000045
New Zealand,5,,,,,5,,1.0,20200310000045
Tunisia,5,+3,,,,5,,0.4,20200310000045
Bosnia and Herzegovina,5,+2,,,,5,,1.5,20200310000045
French Guiana,5,,,,,5,,,20200310000045
Afghanistan,4,,,,,4,,0.1,20200310000045
North Macedonia,4,+1,,,,4,,1.9,20200310000045
Senegal,4,,,,1,3,,0.2,20200310000045
Bulgaria,4,,,,,4,,0.6,20200310000045
Malta,4,+1,,,,4,,,20200310000045
Bangladesh,3,,,,,3,,,20200310000045
Colombia,3,+2,,,,3,,0.1,20200310000045
Cambodia,2,,,,1,1,,0.1,20200310000045
Morocco,2,,,,,2,1,0.1,20200310000045
Nigeria,2,+1,,,,2,,,20200310000045
Cameroon,2,,,,,2,,0.1,20200310000045
Cyprus,2,+2,,,,2,,1.7,20200310000045
Faeroe Islands,2,,,,,2,,,20200310000045
Martinique,2,,,,,2,,,20200310000045
Saint Martin,2,,,,,2,,,20200310000045
Serbia,2,+1,,,,2,,0.2,20200310000045
Andorra,1,,,,,1,,,20200310000045
Armenia,1,,,,,1,,0.3,20200310000045
Jordan,1,,,,,1,,0.1,20200310000045
Lithuania,1,,,,,1,,0.4,20200310000045
Monaco,1,,,,,1,,,20200310000045
Nepal,1,,,,1,0,,,20200310000045
Sri Lanka,1,,,,1,0,,,20200310000045
Ukraine,1,,,,,1,,,20200310000045
Bhutan,1,,,,,1,,,20200310000045
Brunei,1,+1,,,,1,,,20200310000045
Burkina Faso,1,+1,,,,1,,,20200310000045
Channel Islands,1,+1,,,,1,,,20200310000045
Gibraltar,1,,,,1,0,,,20200310000045
Vatican City,1,,,,,1,,,20200310000045
Liechtenstein,1,,,,,1,,,20200310000045
Moldova,1,,,,,1,,0.2,20200310000045
Paraguay,1,,,,,1,,0.1,20200310000045
St. Barth,1,,,,,1,,,20200310000045
Togo,1,,,,,1,,0.1,20200310000045
Total:,"114,285","4,294","4,009",182,"62,845","47,431","6,088",14.7,20200310000045
