"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,timestamp
Cabo Verde,3,,,,,3,,5,20200324000043
CAR,3,,,,,3,,0.6,20200324000043
Djibouti,3,+2,,,,3,,3,20200324000043
El Salvador,3,,,,,3,,0.5,20200324000043
Fiji,3,+1,,,,3,,3,20200324000043
Liberia,3,,,,,3,,0.6,20200324000043
Niger,3,+1,,,,3,,0.1,20200324000043
St. Barth,3,,,,,3,,304,20200324000043
Saint Lucia,3,+1,,,,3,,16,20200324000043
Zambia,3,,,,,3,,0.2,20200324000043
Gambia,2,+1,1,+1,,1,,0.8,20200324000043
Sudan,2,,1,,,1,,0.05,20200324000043
Nepal,2,+1,,,1,1,,0.07,20200324000043
Bhutan,2,,,,,2,,3,20200324000043
Dominica,2,+1,,,,2,,28,20200324000043
Mauritania,2,,,,,2,,0.4,20200324000043
Myanmar,2,+2,,,,2,,0.04,20200324000043
Nicaragua,2,,,,,2,,0.3,20200324000043
Sint Maarten,2,+1,,,,2,,47,20200324000043
Belize,1,+1,,,,1,,3,20200324000043
Chad,1,,,,,1,,0.06,20200324000043
Eritrea,1,,,,,1,,0.3,20200324000043
Grenada,1,,,,,1,,9,20200324000043
Vatican City,1,,,,,1,,"1,248",20200324000043
Montserrat,1,,,,,1,,200,20200324000043
Mozambique,1,,,,,1,,0.03,20200324000043
Papua New Guinea,1,,,,,1,,0.1,20200324000043
St. Vincent Grenadines,1,,,,,1,,9,20200324000043
Somalia,1,,,,,1,,0.06,20200324000043
Syria,1,,,,,1,,0.06,20200324000043
Timor-Leste,1,,,,,1,,0.8,20200324000043
Turks and Caicos,1,+1,,,,1,,26,20200324000043
Total:,"378,492","41,003","16,495","1,854","101,608","260,389","12,238",48.6,20200324000043
