0,1,2,3,4,5,6,7,8,9,10,11,date,sitrep
Qinghai,603,0,0,0,18,0,,,,,,20200304,44
Macao SAR,66,0,0,0,10,0,,,,,,20200304,44
Xizang,344,0,0,0,1,0,,,,,,20200304,44
Total,142823,120,143,38,80422,2984,,,,,,20200304,44
"Total 
Total 
Total 
Days since 
Total 
Transmission 
Reporting Country 
confirmed* 
confirmed 
new 
last reported 
deaths 
classification† 
cases 
new cases 
deaths 
case**",,,,,,,,,,,,20200304,44
Western Pacific Region,,,,,,,,,,,,20200304,44
Republic of Korea,5328,516,32,4,Local transmission,0,,,,,,20200304,44
Japan,284,16,6,0,Local transmission,0,,,,,,20200304,44
Singapore,110,2,0,0,Local transmission,0,,,,,,20200304,44
Malaysia,50,21,0,0,Local transmission,0,,,,,,20200304,44
Australia,43,10,1,0,Local transmission,0,,,,,,20200304,44
Viet Nam,16,0,0,0,Local transmission,20,,,,,,20200304,44
Philippines,3,0,1,0,Imported cases only,28,,,,,,20200304,44
New Zealand,2,0,0,0,Imported cases only,1,,,,,,20200304,44
Cambodia,1,0,0,0,Imported cases only,36,,,,,,20200304,44
European Region,,,,,,,,,,,,20200304,44
Italy,2502,466,80,28,Local transmission,0,,,,,,20200304,44
France,212,21,4,1,Local transmission,0,,,,,,20200304,44
Germany,196,39,0,0,Local transmission,0,,,,,,20200304,44
Spain,151,37,0,0,Local transmission,0,,,,,,20200304,44
"the United 
Kingdom¶",51,12,0,0,Local transmission,0,,,,,,20200304,44
Switzerland,37,7,0,0,Local transmission,0,,,,,,20200304,44
Norway,33,7,0,0,Local transmission,0,,,,,,20200304,44
Netherlands,28,10,0,0,Local transmission,0,,,,,,20200304,44
Austria,24,6,0,0,Imported cases only,0,,,,,,20200304,44
Sweden,24,9,0,0,Local transmission,0,,,,,,20200304,44
Iceland,16,7,0,0,Imported cases only,0,,,,,,20200304,44
Israel,12,2,0,0,Local transmission,0,,,,,,20200304,44
Croatia,9,1,0,0,Local transmission,0,,,,,,20200304,44
Belgium,8,0,0,0,Imported cases only,1,,,,,,20200304,44
Denmark,8,3,0,0,Local transmission,0,,,,,,20200304,44
San Marino,8,0,0,0,Local transmission,1,,,,,,20200304,44
Finland,7,0,0,0,Local transmission,1,,,,,,20200304,44
Greece,7,0,0,0,Local transmission,2,,,,,,20200304,44
Czechia,5,2,0,0,Imported cases only,0,,,,,,20200304,44
Romania,4,1,0,0,Local transmission,0,,,,,,20200304,44
Azerbaijan,3,0,0,0,Imported cases only,3,,,,,,20200304,44
Georgia,3,0,0,0,Imported cases only,3,,,,,,20200304,44
Russian Federation,3,0,0,0,Imported cases only,1,,,,,,20200304,44
Estonia,2,1,0,0,Imported cases only,0,,,,,,20200304,44
Ireland,2,1,0,0,Imported cases only,0,,,,,,20200304,44
Portugal,2,0,0,0,Imported cases only,1,,,,,,20200304,44
Andorra,1,0,0,0,Imported cases only,1,,,,,,20200304,44
Armenia,1,0,0,0,Imported cases only,2,,,,,,20200304,44
Belarus,1,0,0,0,Imported cases only,5,,,,,,20200304,44
Latvia,1,0,0,0,Imported cases only,1,,,,,,20200304,44
Lithuania,1,0,0,0,Imported cases only,5,,,,,,20200304,44
Luxembourg,1,0,0,0,Imported cases only,2,,,,,,20200304,44
Monaco,1,0,0,0,Under investigation,3,,,,,,20200304,44
North Macedonia,1,0,0,0,Imported cases only,6,,,,,,20200304,44
Poland,1,1,0,0,Imported cases only,0,,,,,,20200304,44
Ukraine,1,1,0,0,Imported cases only,0,,,,,,20200304,44
South-East Asia Region,,,,,,,,,,,,20200304,44
Thailand,43,0,1,0,Local transmission,1,,,,,,20200304,44
India,6,1,0,0,Imported cases only,0,,,,,,20200304,44
Indonesia,2,0,0,0,Local transmission,2,,,,,,20200304,44
Nepal,1,0,0,0,Imported cases only,40,,,,,,20200304,44
Sri Lanka,1,0,0,0,Imported cases only,37,,,,,,20200304,44
Eastern Mediterranean Region,,,,,,,,,,,,20200304,44
"Iran (Islamic 
Republic of)",2336,835,77,11,Local transmission,0,,,,,,20200304,44
Kuwait,56,0,0,0,Imported cases only,2,,,,,,20200304,44
Bahrain,49,0,0,0,Imported cases only,1,,,,,,20200304,44
Iraq,31,5,0,0,Imported cases only,0,,,,,,20200304,44
"United Arab 
Emirates",27,6,0,0,Local transmission,0,,,,,,20200304,44
Lebanon,13,0,0,0,Local transmission,1,,,,,,20200304,44
Oman,12,6,0,0,Imported cases only,0,,,,,,20200304,44
Qatar,8,1,0,0,Imported cases only,0,,,,,,20200304,44
Pakistan,5,0,0,0,Imported cases only,1,,,,,,20200304,44
Egypt,2,0,0,0,Imported cases only,2,,,,,,20200304,44
Afghanistan,1,0,0,0,Imported cases only,8,,,,,,20200304,44
Jordan,1,0,0,0,Imported cases only,1,,,,,,20200304,44
Morocco,1,0,0,0,Imported cases only,1,,,,,,20200304,44
Saudi Arabia,1,0,0,0,Imported cases only,1,,,,,,20200304,44
Tunisia,1,0,0,0,Imported cases only,1,,,,,,20200304,44
Region of the Americas,,,,,,,,,,,,20200304,44
the United States,108,44,6,4,Local transmission,0,,,,,,20200304,44
Canada,30,3,0,0,Local transmission,0,,,,,,20200304,44
Ecuador,7,1,0,0,Local transmission,0,,,,,,20200304,44
Mexico,5,0,0,0,Imported cases only,2,,,,,,20200304,44
Brazil,2,0,0,0,Imported cases only,3,,,,,,20200304,44
Argentina,1,1,0,0,Imported cases only,0,,,,,,20200304,44
Chile,1,1,0,0,Imported cases only,0,,,,,,20200304,44
Dominican Republic,1,0,0,0,Imported cases only,2,,,,,,20200304,44
African Region,,,,,,,,,,,,20200304,44
Algeria,5,0,0,0,Local transmission,1,,,,,,20200304,44
Nigeria,1,0,0,0,Imported cases only,5,,,,,,20200304,44
Senegal,1,0,0,0,Imported cases only,1,,,,,,20200304,44
"Subtotal for all 
regions",11963,2103,208,48,,,,,,,,20200304,44
"International 
conveyance 
(Diamond Princess) ‡",706,0,6,0,Local transmission,2,,,,,,20200304,44
Grand total§,12669,2103,214,48,,,,,,,,20200304,44
,,,,,,,,,,,,20200304,44
,,,,,,,,,,,,20200304,44
,,,,,,,,,,,,20200304,44
