0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,date,sitrep
Territories**,,,,,,,,,,,,,,,,,,,20200319,59
Guadeloupe,33,15,0,0,Imported cases only,0,,,,,,,,,,,,,20200319,59
Martinique,23,7,0,0,Imported cases only,0,,,,,,,,,,,,,20200319,59
French Guiana,11,4,0,0,Imported cases only,0,,,,,,,,,,,,,20200319,59
Puerto Rico,5,2,0,0,Imported cases only,0,,,,,,,,,,,,,20200319,59
Aruba,4,2,0,0,Imported cases only,0,,,,,,,,,,,,,20200319,59
Saint Martin,4,2,0,0,Under investigation,0,,,,,,,,,,,,,20200319,59
Curaçao,3,0,0,0,Imported cases only,1,,,,,,,,,,,,,20200319,59
Saint Barthélemy,3,0,0,0,Under investigation,3,,,,,,,,,,,,,20200319,59
"United States Virgin 
Islands",2,0,0,0,Imported cases only,1,,,,,,,,,,,,,20200319,59
Cayman Islands,1,0,1,0,Imported cases only,5,,,,,,,,,,,,,20200319,59
African Region,,,,,,,,,,,,,,,,,,,20200319,59
South Africa,116,54,0,0,Local transmission,0,,,,,,,,,,,,,20200319,59
Algeria,72,12,6,2,Local transmission,0,,,,,,,,,,,,,20200319,59
Senegal,36,9,0,0,Local transmission,0,,,,,,,,,,,,,20200319,59
Burkina Faso,26,6,1,1,Imported cases only,0,,,,,,,,,,,,,20200319,59
Rwanda,11,4,0,0,Local transmission,0,,,,,,,,,,,,,20200319,59
Cameroon,10,5,0,0,Local transmission,0,,,,,,,,,,,,,20200319,59
Cote d’Ivoire,9,3,0,0,Imported cases only,0,,,,,,,,,,,,,20200319,59
Ghana,9,1,0,0,Imported cases only,0,,,,,,,,,,,,,20200319,59
Nigeria,8,6,0,0,Imported cases only,0,,,,,,,,,,,,,20200319,59
"Democratic Republic 
of the Congo",7,4,0,0,Local transmission,0,,,,,,,,,,,,,20200319,59
Kenya,7,4,0,0,Local transmission,0,,,,,,,,,,,,,20200319,59
Ethiopia,6,1,0,0,Imported cases only,0,,,,,,,,,,,,,20200319,59
Seychelles,6,2,0,0,Imported cases only,0,,,,,,,,,,,,,20200319,59
Congo,3,2,0,0,Imported cases only,0,,,,,,,,,,,,,20200319,59
Equatorial Guinea,3,2,0,0,Imported cases only,0,,,,,,,,,,,,,20200319,59
Gabon,3,2,0,0,Imported cases only,0,,,,,,,,,,,,,20200319,59
Mauritius,3,3,0,0,Under investigation,0,,,,,,,,,,,,,20200319,59
"United Republic of 
Tanzania",3,2,0,0,Imported cases only,0,,,,,,,,,,,,,20200319,59
Liberia,2,1,0,0,Local transmission,0,,,,,,,,,,,,,20200319,59
Mauritania,2,1,0,0,Imported cases only,0,,,,,,,,,,,,,20200319,59
Namibia,2,0,0,0,Imported cases only,4,,,,,,,,,,,,,20200319,59
Zambia,2,2,0,0,Imported cases only,0,,,,,,,,,,,,,20200319,59
Benin,1,0,0,0,Imported cases only,1,,,,,,,,,,,,,20200319,59
"Central African 
Republic",1,0,0,0,Imported cases only,4,,,,,,,,,,,,,20200319,59
Eswatini,1,0,0,0,Imported cases only,4,,,,,,,,,,,,,20200319,59
Gambia,1,1,0,0,Imported cases only,0,,,,,,,,,,,,,20200319,59
Guinea,1,0,0,0,Imported cases only,4,,,,,,,,,,,,,20200319,59
Togo,1,0,0,0,Imported cases only,11,,,,,,,,,,,,,20200319,59
Territories**,,,,,,,,,,,,,,,,,,,20200319,59
Réunion,12,3,0,0,Imported cases only,0,,,,,,,,,,,,,20200319,59
Mayotte,3,2,0,0,Imported cases only,0,,,,,,,,,,,,,20200319,59
"Subtotal for all 
regions",209127,16556,8771,828,,,,,,,,,,,,,,,20200319,59
"International 
conveyance 
(Diamond Princess)",712,0,7,0,Local transmission,3,,,,,,,,,,,,,20200319,59
Grand total,209839,16556,8778,828,,,,,,,,,,,,,,,20200319,59
,,,,,,,,,,,,,,,,,,,20200319,59
,,,,,,,,,,,,,,,,,,,20200319,59
,,,,,,,,,,,,,,,,,,,20200319,59
