0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,date,sitrep
Finland,1313,95,13,2,Local transmission,0,,,,,,,,,,,,,20200331,71
Greece,1212,56,43,5,Local transmission,0,,,,,,,,,,,,,20200331,71
Iceland,1086,66,2,0,Local transmission,0,,,,,,,,,,,,,20200331,71
Croatia,790,77,6,0,Local transmission,0,,,,,,,,,,,,,20200331,71
Serbia,785,44,13,0,Local transmission,0,,,,,,,,,,,,,20200331,71
Slovenia,763,33,11,0,Local transmission,0,,,,,,,,,,,,,20200331,71
Estonia,715,36,3,0,Local transmission,0,,,,,,,,,,,,,20200331,71
Ukraine,549,69,13,2,Local transmission,0,,,,,,,,,,,,,20200331,71
Lithuania,484,0,7,0,Local transmission,1,,,,,,,,,,,,,20200331,71
Armenia,482,0,3,0,Local transmission,1,,,,,,,,,,,,,20200331,71
Hungary,447,0,15,0,Local transmission,1,,,,,,,,,,,,,20200331,71
Latvia,376,0,0,0,Local transmission,1,,,,,,,,,,,,,20200331,71
Andorra,370,29,8,2,Local transmission,0,,,,,,,,,,,,,20200331,71
"Bosnia and 
Herzegovina",359,34,9,3,Local transmission,0,,,,,,,,,,,,,20200331,71
Bulgaria,359,13,8,0,Local transmission,0,,,,,,,,,,,,,20200331,71
Slovakia,336,0,0,0,Local transmission,1,,,,,,,,,,,,,20200331,71
Kazakhstan,312,18,1,0,Local transmission,0,,,,,,,,,,,,,20200331,71
Republic of Moldova,298,35,2,0,Local transmission,0,,,,,,,,,,,,,20200331,71
North Macedonia,285,26,7,1,Local transmission,0,,,,,,,,,,,,,20200331,71
Azerbaijan,273,83,4,0,Local transmission,0,,,,,,,,,,,,,20200331,71
Cyprus,230,16,7,1,Local transmission,0,,,,,,,,,,,,,20200331,71
San Marino,230,1,25,1,Local transmission,0,,,,,,,,,,,,,20200331,71
Albania,223,0,11,1,Local transmission,1,,,,,,,,,,,,,20200331,71
Malta,156,5,0,0,Local transmission,0,,,,,,,,,,,,,20200331,71
Belarus,152,0,0,0,Local transmission,1,,,,,,,,,,,,,20200331,71
Uzbekistan,149,4,2,0,Local transmission,0,,,,,,,,,,,,,20200331,71
Kyrgyzstan,107,23,0,0,Local transmission,0,,,,,,,,,,,,,20200331,71
Georgia,103,5,0,0,Local transmission,0,,,,,,,,,,,,,20200331,71
Montenegro,91,6,1,0,Local transmission,0,,,,,,,,,,,,,20200331,71
Liechtenstein,64,2,0,0,Under investigation,0,,,,,,,,,,,,,20200331,71
Monaco,49,3,0,0,Local transmission,0,,,,,,,,,,,,,20200331,71
Holy See,6,0,0,0,Under investigation,1,,,,,,,,,,,,,20200331,71
Territories**,,,,,,,,,,,,,,,,,,,20200331,71
Faroe Islands,168,9,0,0,Local transmission,0,,,,,,,,,,,,,20200331,71
Kosovo[1],106,12,1,0,Local transmission,0,,,,,,,,,,,,,20200331,71
Gibraltar,69,4,0,0,Local transmission,0,,,,,,,,,,,,,20200331,71
Jersey,63,0,2,0,Local transmission,1,,,,,,,,,,,,,20200331,71
Guernsey,45,6,0,0,Local transmission,0,,,,,,,,,,,,,20200331,71
Isle of Man,42,0,0,0,Local transmission,1,,,,,,,,,,,,,20200331,71
Greenland,10,0,0,0,Under investigation,2,,,,,,,,,,,,,20200331,71
South-East Asia Region,,,,,,,,,,,,,,,,,,,20200331,71
Thailand,1524,0,9,0,Local transmission,1,,,,,,,,,,,,,20200331,71
Indonesia,1414,129,122,8,Local transmission,0,,,,,,,,,,,,,20200331,71
India,1071,0,29,0,Local transmission,1,,,,,,,,,,,,,20200331,71
Sri Lanka,120,0,1,0,Local transmission,1,,,,,,,,,,,,,20200331,71
Bangladesh,49,0,5,0,Local transmission,1,,,,,,,,,,,,,20200331,71
Maldives,17,0,0,0,Local transmission,1,,,,,,,,,,,,,20200331,71
Myanmar,10,2,0,0,Local transmission,0,,,,,,,,,,,,,20200331,71
Nepal,5,0,0,0,Imported cases only,2,,,,,,,,,,,,,20200331,71
Bhutan,4,0,0,0,Imported cases only,1,,,,,,,,,,,,,20200331,71
Timor-Leste,1,0,0,0,Under investigation,10,,,,,,,,,,,,,20200331,71
Eastern Mediterranean Region,,,,,,,,,,,,,,,,,,,20200331,71
"Iran (Islamic Republic 
of)",41495,3186,2757,117,Local transmission,0,,,,,,,,,,,,,20200331,71
Pakistan,1865,240,25,7,Local transmission,0,,,,,,,,,,,,,20200331,71
Saudi Arabia,1453,154,8,0,Local transmission,0,,,,,,,,,,,,,20200331,71
Qatar,693,59,1,0,Local transmission,0,,,,,,,,,,,,,20200331,71
Egypt,656,47,41,1,Local transmission,0,,,,,,,,,,,,,20200331,71
Iraq,630,83,46,4,Local transmission,0,,,,,,,,,,,,,20200331,71
United Arab Emirates,611,41,5,2,Local transmission,0,,,,,,,,,,,,,20200331,71
Morocco,574,58,33,6,Local transmission,0,,,,,,,,,,,,,20200331,71
Bahrain,515,0,4,0,Local transmission,1,,,,,,,,,,,,,20200331,71
Lebanon,446,8,11,1,Local transmission,0,,,,,,,,,,,,,20200331,71
Tunisia,362,50,9,1,Local transmission,0,,,,,,,,,,,,,20200331,71
Jordan,268,9,5,2,Local transmission,0,,,,,,,,,,,,,20200331,71
Kuwait,266,11,0,0,Local transmission,0,,,,,,,,,,,,,20200331,71
Oman,179,12,0,0,Local transmission,0,,,,,,,,,,,,,20200331,71
Afghanistan,166,52,4,0,Local transmission,0,,,,,,,,,,,,,20200331,71
Djibouti,26,7,0,0,Local transmission,0,,,,,,,,,,,,,20200331,71
Syrian Arab Republic,10,1,2,1,Imported cases only,0,,,,,,,,,,,,,20200331,71
Libya,8,0,0,0,Local transmission,1,,,,,,,,,,,,,20200331,71
Sudan,6,0,2,0,Imported cases only,1,,,,,,,,,,,,,20200331,71
Somalia,3,0,0,0,Imported cases only,4,,,,,,,,,,,,,20200331,71
Territories**,,,,,,,,,,,,,,,,,,,20200331,71
"occupied Palestinian 
territory 
117 
2 
1 
0 
Local transmission 
0",,,,,,,,,,,,,,,,,,,20200331,71
Region of the Americas,,,,,,,,,,,,,,,,,,,20200331,71
"United States of 
America",140640,17987,2398,286,Local transmission,0,,,,,,,,,,,,,20200331,71
Canada,6317,662,66,5,Local transmission,0,,,,,,,,,,,,,20200331,71
Brazil,4256,352,136,22,Local transmission,0,,,,,,,,,,,,,20200331,71
Chile,2449,540,8,2,Local transmission,0,,,,,,,,,,,,,20200331,71
Ecuador,1962,127,60,12,Local transmission,0,,,,,,,,,,,,,20200331,71
Mexico,993,145,20,4,Local transmission,0,,,,,,,,,,,,,20200331,71
Panama,989,88,24,7,Local transmission,0,,,,,,,,,,,,,20200331,71
Dominican Republic,901,320,42,22,Local transmission,0,,,,,,,,,,,,,20200331,71
Peru,852,181,11,0,Local transmission,0,,,,,,,,,,,,,20200331,71
Argentina,820,75,20,1,Local transmission,0,,,,,,,,,,,,,20200331,71
Colombia,702,94,10,4,Local transmission,0,,,,,,,,,,,,,20200331,71
Costa Rica,314,19,2,0,Local transmission,0,,,,,,,,,,,,,20200331,71
Uruguay,309,6,0,0,Local transmission,0,,,,,,,,,,,,,20200331,71
Cuba,170,51,4,1,Local transmission,0,,,,,,,,,,,,,20200331,71
Honduras,139,29,2,0,Local transmission,0,,,,,,,,,,,,,20200331,71
"Venezuela (Bolivarian 
Republic of)",129,16,3,1,Local transmission,0,,,,,,,,,,,,,20200331,71
"Bolivia (Plurinational 
State of)",97,23,5,5,Local transmission,0,,,,,,,,,,,,,20200331,71
Trinidad and Tobago,82,6,3,0,Local transmission,0,,,,,,,,,,,,,20200331,71
Paraguay,64,5,3,0,Local transmission,0,,,,,,,,,,,,,20200331,71
Guatemala,36,2,1,0,Local transmission,0,,,,,,,,,,,,,20200331,71
Jamaica,36,4,1,0,Local transmission,0,,,,,,,,,,,,,20200331,71
Barbados,33,7,0,0,Local transmission,0,,,,,,,,,,,,,20200331,71
El Salvador,30,6,0,0,Local transmission,0,,,,,,,,,,,,,20200331,71
Haiti,15,0,0,0,Imported cases only,1,,,,,,,,,,,,,20200331,71
Bahamas,14,4,0,0,Local transmission,0,,,,,,,,,,,,,20200331,71
Dominica,11,0,0,0,Local transmission,4,,,,,,,,,,,,,20200331,71
Grenada,9,2,0,0,Local transmission,0,,,,,,,,,,,,,20200331,71
Saint Lucia,9,5,0,0,Local transmission,0,,,,,,,,,,,,,20200331,71
Guyana,8,3,1,0,Local transmission,0,,,,,,,,,,,,,20200331,71
Suriname,8,0,0,0,Imported cases only,3,,,,,,,,,,,,,20200331,71
Antigua and Barbuda,7,0,0,0,Imported cases only,3,,,,,,,,,,,,,20200331,71
Nicaragua,4,0,1,0,Imported cases only,2,,,,,,,,,,,,,20200331,71
Belize,3,1,0,0,Local transmission,0,,,,,,,,,,,,,20200331,71
Saint Kitts and Nevis,2,0,0,0,Imported cases only,0,,,,,,,,,,,,,20200331,71
"Saint Vincent and the 
Grenadines",1,0,0,0,Imported cases only,18,,,,,,,,,,,,,20200331,71
Territories**,,,,,,,,,,,,,,,,,,,20200331,71
Puerto Rico,174,110,6,4,Imported cases only,0,,,,,,,,,,,,,20200331,71
Martinique,111,6,2,0,Local transmission,0,,,,,,,,,,,,,20200331,71
Guadeloupe,106,10,4,2,Imported cases only,0,,,,,,,,,,,,,20200331,71
Aruba,50,4,0,0,Local transmission,0,,,,,,,,,,,,,20200331,71
French Guiana,43,12,0,0,Local transmission,0,,,,,,,,,,,,,20200331,71
"United States Virgin 
Islands",30,8,0,0,Imported cases only,0,,,,,,,,,,,,,20200331,71
Bermuda,22,0,0,0,Local transmission,1,,,,,,,,,,,,,20200331,71
Saint Martin,18,12,1,1,Under investigation,0,,,,,,,,,,,,,20200331,71
Curaçao,11,4,1,0,Imported cases only,0,,,,,,,,,,,,,20200331,71
Cayman Islands,12,4,1,0,Imported cases only,0,,,,,,,,,,,,,20200331,71
Saint Barthélemy,6,1,0,0,Under investigation,0,,,,,,,,,,,,,20200331,71
Sint Maarten,6,3,0,0,Imported cases only,0,,,,,,,,,,,,,20200331,71
Montserrat,5,0,0,0,Imported cases only,3,,,,,,,,,,,,,20200331,71
"Turks and Caicos 
Islands",5,1,0,0,Local transmission,0,,,,,,,,,,,,,20200331,71
Anguilla,2,0,0,0,Local transmission,4,,,,,,,,,,,,,20200331,71
British Virgin Islands,2,0,0,0,Imported cases only,4,,,,,,,,,,,,,20200331,71
African Region,,,,,,,,,,,,,,,,,,,20200331,71
South Africa,1326,46,3,2,Local transmission,0,,,,,,,,,,,,,20200331,71
Algeria,511,57,31,2,Local transmission,0,,,,,,,,,,,,,20200331,71
Burkina Faso,246,24,12,9,Local transmission,0,,,,,,,,,,,,,20200331,71
Cote d’Ivoire,169,4,0,0,Local transmission,0,,,,,,,,,,,,,20200331,71
Senegal,162,20,0,0,Local transmission,0,,,,,,,,,,,,,20200331,71
Ghana,152,0,5,0,Local transmission,1,,,,,,,,,,,,,20200331,71
Cameroon,139,26,6,4,Local transmission,0,,,,,,,,,,,,,20200331,71
Nigeria,111,46,1,0,Local transmission,0,,,,,,,,,,,,,20200331,71
Mauritius,107,5,2,0,Local transmission,0,,,,,,,,,,,,,20200331,71
"Democratic Republic 
of the Congo",98,17,8,0,Local transmission,0,,,,,,,,,,,,,20200331,71
Rwanda,70,0,0,0,Local transmission,1,,,,,,,,,,,,,20200331,71
Madagascar,46,9,0,0,Imported cases only,0,,,,,,,,,,,,,20200331,71
Kenya,38,13,1,0,Local transmission,0,,,,,,,,,,,,,20200331,71
Zambia,35,19,0,0,Local transmission,0,,,,,,,,,,,,,20200331,71
Togo,34,6,1,0,Local transmission,0,,,,,,,,,,,,,20200331,71
Uganda,33,0,0,0,Local transmission,1,,,,,,,,,,,,,20200331,71
Ethiopia,23,2,0,0,Local transmission,0,,,,,,,,,,,,,20200331,71
Niger,20,0,3,0,Local transmission,1,,,,,,,,,,,,,20200331,71
Congo,19,0,0,0,Imported cases only,3,,,,,,,,,,,,,20200331,71
"United Republic of 
Tanzania",19,5,0,0,Under investigation,0,,,,,,,,,,,,,20200331,71
Mali,18,0,0,0,Local transmission,2,,,,,,,,,,,,,20200331,71
Guinea,16,0,0,0,Local transmission,1,,,,,,,,,,,,,20200331,71
Equatorial Guinea,14,1,0,0,Local transmission,0,,,,,,,,,,,,,20200331,71
Namibia,11,0,0,0,Imported cases only,1,,,,,,,,,,,,,20200331,71
Eswatini,9,0,0,0,Imported cases only,3,,,,,,,,,,,,,20200331,71
Mozambique,8,0,0,0,Local transmission,2,,,,,,,,,,,,,20200331,71
Seychelles,8,0,0,0,Imported cases only,1,,,,,,,,,,,,,20200331,71
Gabon,7,0,1,0,Imported cases only,3,,,,,,,,,,,,,20200331,71
Benin,6,0,0,0,Imported cases only,4,,,,,,,,,,,,,20200331,71
"Central African 
Republic",6,0,0,0,Imported cases only,3,,,,,,,,,,,,,20200331,71
Eritrea,6,0,0,0,Imported cases only,4,,,,,,,,,,,,,20200331,71
Cabo Verde,5,0,1,0,Imported cases only,3,,,,,,,,,,,,,20200331,71
Chad,5,0,0,0,Imported cases only,4,,,,,,,,,,,,,20200331,71
Mauritania,5,0,0,0,Imported cases only,2,,,,,,,,,,,,,20200331,71
Zimbabwe,5,0,1,0,Local transmission,3,,,,,,,,,,,,,20200331,71
Gambia,3,0,1,0,Imported cases only,2,,,,,,,,,,,,,20200331,71
Liberia,3,0,0,0,Local transmission,9,,,,,,,,,,,,,20200331,71
Angola,2,0,0,0,Imported cases only,9,,,,,,,,,,,,,20200331,71
Guinea-Bissau,2,0,0,0,Imported cases only,5,,,,,,,,,,,,,20200331,71
Territories**,,,,,,,,,,,,,,,,,,,20200331,71
Réunion,207,0,0,0,Local transmission,1,,,,,,,,,,,,,20200331,71
Mayotte,82,0,0,0,Local transmission,1,,,,,,,,,,,,,20200331,71
"Subtotal for all 
regions",750178,57610,36398,3301,,,,,,,,,,,,,,,20200331,71
"International 
conveyance (Diamond 
Princess)",712,0,7,0,Local transmission,15,,,,,,,,,,,,,20200331,71
Grand total,750890,57610,36405,3301,,,,,,,,,,,,,,,20200331,71
,,,,,,,,,,,,,,,,,,,20200331,71
,,,,,,,,,,,,,,,,,,,20200331,71
,,,,,,,,,,,,,,,,,,,20200331,71
