0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,date,sitrep
Belarus,254,0,4,0,Local transmission,1,,,,,,,,,,,,20200404,75
San Marino,252,7,32,2,Local transmission,0,,,,,,,,,,,,20200404,75
Uzbekistan,241,20,2,0,Local transmission,0,,,,,,,,,,,,20200404,75
Malta,202,7,0,0,Local transmission,0,,,,,,,,,,,,20200404,75
Montenegro,160,20,2,0,Local transmission,0,,,,,,,,,,,,20200404,75
Georgia,157,9,0,0,Local transmission,0,,,,,,,,,,,,20200404,75
Kyrgyzstan,144,14,1,0,Local transmission,0,,,,,,,,,,,,20200404,75
Liechtenstein,76,1,0,0,Under investigation,0,,,,,,,,,,,,20200404,75
Monaco,37,0,0,0,Local transmission,3,,,,,,,,,,,,20200404,75
Holy See,7,0,0,0,Under investigation,1,,,,,,,,,,,,20200404,75
Territories**,,,,,,,,,,,,,,,,,,20200404,75
Faroe Islands,179,2,0,0,Local transmission,0,,,,,,,,,,,,20200404,75
Kosovo[1],132,6,1,0,Local transmission,0,,,,,,,,,,,,20200404,75
Jersey,118,37,2,0,Local transmission,0,,,,,,,,,,,,20200404,75
Guernsey,114,23,2,1,Local transmission,0,,,,,,,,,,,,20200404,75
Isle of Man,114,43,1,0,Local transmission,0,,,,,,,,,,,,20200404,75
Gibraltar,95,14,1,1,Local transmission,0,,,,,,,,,,,,20200404,75
Greenland,10,0,0,0,Under investigation,6,,,,,,,,,,,,20200404,75
South-East Asia Region,,,,,,,,,,,,,,,,,,20200404,75
"India 
2301 
336 
56 
6 
Local transmission 
0",,,,,,,,,,,,,,,,,,20200404,75
"Indonesia 
1986 
196 
181 
11 
Local transmission 
0",,,,,,,,,,,,,,,,,,20200404,75
Thailand,1978,103,19,4,Local transmission,0,,,,,,,,,,,,20200404,75
Sri Lanka,151,3,4,1,Local transmission,0,,,,,,,,,,,,20200404,75
Bangladesh,61,5,6,0,Local transmission,0,,,,,,,,,,,,20200404,75
Myanmar,20,4,1,0,Local transmission,0,,,,,,,,,,,,20200404,75
Maldives,19,0,0,0,Local transmission,1,,,,,,,,,,,,20200404,75
Nepal,6,0,0,0,Imported cases only,1,,,,,,,,,,,,20200404,75
Bhutan,5,0,0,0,Imported cases only,1,,,,,,,,,,,,20200404,75
Timor-Leste,1,0,0,0,Imported cases only,14,,,,,,,,,,,,20200404,75
Eastern Mediterranean Region,,,,,,,,,,,,,,,,,,20200404,75
"Iran (Islamic Republic 
of)",53183,2715,3294,134,Local transmission,0,,,,,,,,,,,,20200404,75
Pakistan,2450,0,35,0,Local transmission,1,,,,,,,,,,,,20200404,75
Saudi Arabia,2039,154,25,4,Local transmission,0,,,,,,,,,,,,20200404,75
United Arab Emirates,1264,240,9,1,Local transmission,0,,,,,,,,,,,,20200404,75
Qatar,1075,126,3,0,Local transmission,0,,,,,,,,,,,,20200404,75
Egypt,985,120,66,8,Local transmission,0,,,,,,,,,,,,20200404,75
Morocco,844,109,50,3,Local transmission,0,,,,,,,,,,,,20200404,75
Iraq,820,48,54,0,Local transmission,0,,,,,,,,,,,,20200404,75
Bahrain,673,30,4,0,Local transmission,0,,,,,,,,,,,,20200404,75
Lebanon,508,0,17,0,Local transmission,1,,,,,,,,,,,,20200404,75
Tunisia,495,40,18,4,Local transmission,0,,,,,,,,,,,,20200404,75
Kuwait,479,62,1,1,Local transmission,1,,,,,,,,,,,,20200404,75
Jordan,310,11,5,0,Local transmission,0,,,,,,,,,,,,20200404,75
Oman,277,25,1,0,Local transmission,0,,,,,,,,,,,,20200404,75
Afghanistan,270,1,5,0,Local transmission,0,,,,,,,,,,,,20200404,75
Djibouti,50,9,0,0,Local transmission,0,,,,,,,,,,,,20200404,75
Libya,17,7,1,0,Local transmission,0,,,,,,,,,,,,20200404,75
Syrian Arab Republic,16,0,2,0,Imported cases only,1,,,,,,,,,,,,20200404,75
Sudan,10,2,2,0,Local transmission,0,,,,,,,,,,,,20200404,75
Somalia,7,2,0,0,Imported cases only,0,,,,,,,,,,,,20200404,75
Territories**,,,,,,,,,,,,,,,,,,20200404,75
"occupied Palestinian 
193 
28 
1 
0 
Local transmission 
0 
territory",,,,,,,,,,,,,,,,,,20200404,75
Region of the Americas,,,,,,,,,,,,,,,,,,20200404,75
"United States of 
America",241703,28103,5854,1061,Local transmission,0,,,,,,,,,,,,20200404,75
Canada,11732,1618,152,25,Local transmission,0,,,,,,,,,,,,20200404,75
Brazil,7910,1074,299,58,Local transmission,0,,,,,,,,,,,,20200404,75
Chile,3737,333,22,4,Local transmission,0,,,,,,,,,,,,20200404,75
Ecuador,3163,0,120,0,Local transmission,1,,,,,,,,,,,,20200404,75
Mexico,1510,132,50,13,Local transmission,0,,,,,,,,,,,,20200404,75
Dominican Republic,1488,108,68,8,Local transmission,0,,,,,,,,,,,,20200404,75
Panama,1475,158,37,5,Local transmission,0,,,,,,,,,,,,20200404,75
Peru,1414,91,51,10,Local transmission,0,,,,,,,,,,,,20200404,75
Argentina,1265,132,37,6,Local transmission,0,,,,,,,,,,,,20200404,75
Colombia,1161,96,19,2,Local transmission,0,,,,,,,,,,,,20200404,75
Costa Rica,396,21,2,0,Local transmission,0,,,,,,,,,,,,20200404,75
Uruguay,369,19,4,0,Local transmission,0,,,,,,,,,,,,20200404,75
Cuba,269,36,6,0,Local transmission,0,,,,,,,,,,,,20200404,75
Honduras,222,3,15,1,Local transmission,0,,,,,,,,,,,,20200404,75
"Venezuela (Bolivarian 
Republic of)",144,0,3,0,Local transmission,1,,,,,,,,,,,,20200404,75
"Bolivia (Plurinational 
State of)",132,9,9,1,Local transmission,0,,,,,,,,,,,,20200404,75
Trinidad and Tobago,97,7,6,1,Local transmission,0,,,,,,,,,,,,20200404,75
Paraguay,92,15,3,0,Local transmission,0,,,,,,,,,,,,20200404,75
Guatemala,50,3,1,0,Local transmission,0,,,,,,,,,,,,20200404,75
Jamaica,47,3,3,0,Local transmission,0,,,,,,,,,,,,20200404,75
El Salvador,46,5,2,0,Local transmission,0,,,,,,,,,,,,20200404,75
Barbados,45,0,0,0,Local transmission,1,,,,,,,,,,,,20200404,75
Bahamas,24,3,3,2,Local transmission,0,,,,,,,,,,,,20200404,75
Guyana,19,0,4,0,Local transmission,2,,,,,,,,,,,,20200404,75
Haiti,18,2,0,0,Imported cases only,0,,,,,,,,,,,,20200404,75
Saint Lucia,13,0,0,0,Local transmission,2,,,,,,,,,,,,20200404,75
Dominica,11,0,0,0,Local transmission,8,,,,,,,,,,,,20200404,75
Grenada,10,0,0,0,Local transmission,1,,,,,,,,,,,,20200404,75
Suriname,10,2,0,0,Local transmission,0,,,,,,,,,,,,20200404,75
Saint Kitts and Nevis,8,0,0,0,Imported cases only,3,,,,,,,,,,,,20200404,75
Antigua and Barbuda,7,0,0,0,Imported cases only,7,,,,,,,,,,,,20200404,75
Nicaragua,5,0,1,0,Imported cases only,2,,,,,,,,,,,,20200404,75
Belize,3,0,0,0,Local transmission,4,,,,,,,,,,,,20200404,75
"Saint Vincent and the 
Grenadines",3,1,0,0,Imported cases only,0,,,,,,,,,,,,20200404,75
Territories**,,,,,,,,,,,,,,,,,,20200404,75
Puerto Rico,378,62,15,3,Local transmission,0,,,,,,,,,,,,20200404,75
Martinique,138,7,3,0,Local transmission,0,,,,,,,,,,,,20200404,75
Guadeloupe,130,2,7,1,Local transmission,0,,,,,,,,,,,,20200404,75
Aruba,62,2,0,0,Local transmission,0,,,,,,,,,,,,20200404,75
French Guiana,57,2,0,0,Local transmission,0,,,,,,,,,,,,20200404,75
"United States Virgin 
Islands",37,4,0,0,Local transmission,0,,,,,,,,,,,,20200404,75
Bermuda,35,3,0,0,Local transmission,0,,,,,,,,,,,,20200404,75
Cayman Islands,28,6,1,0,Local transmission,0,,,,,,,,,,,,20200404,75
Sint Maarten,23,5,2,1,Imported cases only,0,,,,,,,,,,,,20200404,75
Saint Martin,22,0,2,0,Under investigation,1,,,,,,,,,,,,20200404,75
Curaçao,11,0,1,0,Imported cases only,4,,,,,,,,,,,,20200404,75
Saint Barthélemy,6,0,0,0,Under investigation,4,,,,,,,,,,,,20200404,75
Montserrat,5,0,0,0,Imported cases only,7,,,,,,,,,,,,20200404,75
"Turks and Caicos 
Islands",5,0,0,0,Local transmission,4,,,,,,,,,,,,20200404,75
Anguilla,3,1,0,0,Local transmission,0,,,,,,,,,,,,20200404,75
British Virgin Islands,3,0,0,0,Imported cases only,3,,,,,,,,,,,,20200404,75
"Bonaire, Sint Eustatius 
and Saba",2,2,0,0,Imported cases only,0,,,,,,,,,,,,20200404,75
African Region,,,,,,,,,,,,,,,,,,20200404,75
South Africa,1505,43,7,2,Local transmission,0,,,,,,,,,,,,20200404,75
Algeria,986,0,83,0,Local transmission,1,,,,,,,,,,,,20200404,75
Burkina Faso,261,0,15,1,Local transmission,3,,,,,,,,,,,,20200404,75
Cameroon,246,0,7,0,Local transmission,1,,,,,,,,,,,,20200404,75
Senegal,207,12,1,0,Local transmission,0,,,,,,,,,,,,20200404,75
Ghana,204,0,5,0,Local transmission,1,,,,,,,,,,,,20200404,75
Côte d’Ivoire,203,13,1,0,Local transmission,0,,,,,,,,,,,,20200404,75
Nigeria,190,16,2,0,Local transmission,0,,,,,,,,,,,,20200404,75
Mauritius,186,17,7,0,Local transmission,0,,,,,,,,,,,,20200404,75
"Democratic Republic 
of the Congo",134,0,13,0,Local transmission,1,,,,,,,,,,,,20200404,75
Kenya,122,12,4,1,Local transmission,0,,,,,,,,,,,,20200404,75
Niger,98,24,5,0,Local transmission,0,,,,,,,,,,,,20200404,75
Rwanda,89,5,0,0,Local transmission,0,,,,,,,,,,,,20200404,75
Madagascar,65,0,0,0,Local transmission,1,,,,,,,,,,,,20200404,75
Guinea,52,0,0,0,Local transmission,1,,,,,,,,,,,,20200404,75
Uganda,45,1,0,0,Local transmission,0,,,,,,,,,,,,20200404,75
Congo,41,0,3,1,Local transmission,1,,,,,,,,,,,,20200404,75
Togo,39,0,2,0,Local transmission,1,,,,,,,,,,,,20200404,75
Zambia,39,0,1,0,Local transmission,1,,,,,,,,,,,,20200404,75
Mali,36,8,3,0,Local transmission,0,,,,,,,,,,,,20200404,75
Ethiopia,35,4,0,0,Local transmission,0,,,,,,,,,,,,20200404,75
Gabon,21,3,1,0,Imported cases only,0,,,,,,,,,,,,20200404,75
Eritrea,20,0,0,0,Local transmission,1,,,,,,,,,,,,20200404,75
"United Republic of 
Tanzania",20,0,1,0,Local transmission,2,,,,,,,,,,,,20200404,75
Equatorial Guinea,15,0,0,0,Local transmission,1,,,,,,,,,,,,20200404,75
Guinea-Bissau,15,6,0,0,Imported cases only,0,,,,,,,,,,,,20200404,75
Benin,13,0,0,0,Imported cases only,2,,,,,,,,,,,,20200404,75
Namibia,13,0,0,0,Local transmission,1,,,,,,,,,,,,20200404,75
Angola,10,2,2,0,Imported cases only,0,,,,,,,,,,,,20200404,75
Mozambique,10,0,0,0,Local transmission,2,,,,,,,,,,,,20200404,75
Seychelles,10,0,0,0,Imported cases only,2,,,,,,,,,,,,20200404,75
Eswatini,9,0,0,0,Imported cases only,7,,,,,,,,,,,,20200404,75
Zimbabwe,9,1,1,0,Local transmission,0,,,,,,,,,,,,20200404,75
"Central African 
Republic",8,0,0,0,Imported cases only,2,,,,,,,,,,,,20200404,75
Chad,7,0,0,0,Imported cases only,3,,,,,,,,,,,,20200404,75
Liberia,7,1,0,0,Local transmission,0,,,,,,,,,,,,20200404,75
Mauritania,6,1,1,1,Imported cases only,0,,,,,,,,,,,,20200404,75
Cabo Verde,5,0,1,0,Imported cases only,7,,,,,,,,,,,,20200404,75
Botswana,4,0,1,0,Imported cases only,1,,,,,,,,,,,,20200404,75
Gambia,4,0,1,0,Imported cases only,1,,,,,,,,,,,,20200404,75
Burundi,3,1,0,0,Local transmission,0,,,,,,,,,,,,20200404,75
Malawi,3,0,0,0,Local transmission,1,,,,,,,,,,,,20200404,75
Sierra Leone,2,0,0,0,Imported cases only,2,,,,,,,,,,,,20200404,75
Territories**,,,,,,,,,,,,,,,,,,20200404,75
Réunion,321,13,0,0,Local transmission,0,,,,,,,,,,,,20200404,75
Mayotte,128,0,2,0,Local transmission,1,,,,,,,,,,,,20200404,75
"Subtotal for all 
regions",1 050985,79 394,56 975,6665,,,,,,,,,,,,,,20200404,75
"International 
conveyance (Diamond 
Princess)",712,0,11,0,Local transmission,19,,,,,,,,,,,,20200404,75
Grand total,1 051697,79 394,56 986,6665,,,,,,,,,,,,,,20200404,75
,,,,,,,,,,,,,,,,,,20200404,75
,,,,,,,,,,,,,,,,,,20200404,75
,,,,,,,,,,,,,,,,,,20200404,75
