0,1,2,3,4,5,6,7,8,9,10,11,date,sitrep
Georgia,38,4,0,0,Imported cases only,0,,,,,,20200320,60
Lithuania,36,10,0,0,Imported cases only,0,,,,,,20200320,60
Azerbaijan,34,0,1,0,Imported cases only,1,,,,,,20200320,60
Liechtenstein,25,0,0,0,Imported cases only,1,,,,,,20200320,60
Uzbekistan,21,5,0,0,Local transmission,0,,,,,,20200320,60
Ukraine,16,0,2,0,Local transmission,1,,,,,,20200320,60
Montenegro,10,8,0,0,Imported cases only,0,,,,,,20200320,60
Monaco,9,0,0,0,Under investigation,3,,,,,,20200320,60
Kyrgyzstan,3,0,0,0,Under investigation,1,,,,,,20200320,60
Holy See,1,0,0,0,Under investigation,13,,,,,,20200320,60
Territories**,,,,,,,,,,,,20200320,60
Andorra,75,36,0,0,Imported cases only,0,,,,,,20200320,60
Faroe Islands,72,14,0,0,Imported cases only,0,,,,,,20200320,60
Gibraltar,10,2,0,0,Under investigation,0,,,,,,20200320,60
Jersey,5,0,0,0,Imported cases only,2,,,,,,20200320,60
Greenland,2,0,0,0,Under investigation,1,,,,,,20200320,60
Guernsey,1,0,0,0,Imported cases only,10,,,,,,20200320,60
South-East Asia Region,,,,,,,,,,,,20200320,60
Thailand,322,110,1,0,Local transmission,0,,,,,,20200320,60
Indonesia,309,82,25,6,Local transmission,0,,,,,,20200320,60
India,195,44,4,1,Local transmission,0,,,,,,20200320,60
Sri Lanka,59,17,0,0,Local transmission,0,,,,,,20200320,60
Bangladesh,17,7,1,1,Local transmission,0,,,,,,20200320,60
Maldives,13,0,0,0,Local transmission,4,,,,,,20200320,60
Bhutan,2,1,0,0,Imported cases only,0,,,,,,20200320,60
Nepal,1,0,0,0,Imported cases only,56,,,,,,20200320,60
Eastern Mediterranean Region,,,,,,,,,,,,20200320,60
"Iran (Islamic Republic 
of)",18407,1046,1284,149,Local transmission,0,,,,,,20200320,60
Qatar,452,10,0,0,Local transmission,0,,,,,,20200320,60
Pakistan,302,61,2,2,Imported cases only,0,,,,,,20200320,60
Bahrain,269,13,1,0,Local transmission,0,,,,,,20200320,60
Saudi Arabia,238,0,0,0,Local transmission,1,,,,,,20200320,60
Egypt,210,14,6,0,Local transmission,0,,,,,,20200320,60
Iraq,177,13,12,0,Local transmission,0,,,,,,20200320,60
Lebanon,149,29,4,0,Local transmission,0,,,,,,20200320,60
Kuwait,148,6,0,0,Local transmission,0,,,,,,20200320,60
United Arab Emirates,140,27,0,0,Local transmission,0,,,,,,20200320,60
Morocco,61,12,2,0,Local transmission,0,,,,,,20200320,60
Jordan,56,4,0,0,Imported cases only,0,,,,,,20200320,60
Oman,39,6,0,0,Imported cases only,0,,,,,,20200320,60
Tunisia,39,10,0,0,Local transmission,0,,,,,,20200320,60
Afghanistan,22,0,0,0,Imported cases only,2,,,,,,20200320,60
Djibouti,1,0,0,0,Under investigation,1,,,,,,20200320,60
Somalia,1,0,0,0,Imported cases only,3,,,,,,20200320,60
Sudan,1,0,1,0,Imported cases only,5,,,,,,20200320,60
Territories**,,,,,,,,,,,,20200320,60
"occupied Palestinian 
47 
3 
0 
0 
Local transmission 
0 
territory",,,,,,,,,,,,20200320,60
Region of the Americas,,,,,,,,,,,,20200320,60
"United States of 
America",10442,3355,150,50,Local transmission,0,,,,,,20200320,60
Canada,736,167,9,0,Local transmission,0,,,,,,20200320,60
Brazil,428,137,4,3,Local transmission,0,,,,,,20200320,60
Chile,342,104,0,0,Local transmission,0,,,,,,20200320,60
Peru,234,89,0,0,Local transmission,0,,,,,,20200320,60
Ecuador,199,44,3,1,Local transmission,0,,,,,,20200320,60
Mexico,118,25,1,1,Imported cases only,0,,,,,,20200320,60
Panama,109,23,1,0,Local transmission,0,,,,,,20200320,60
Colombia,108,15,0,0,Local transmission,0,,,,,,20200320,60
Argentina,97,0,2,0,Local transmission,1,,,,,,20200320,60
Costa Rica,87,37,1,0,Local transmission,0,,,,,,20200320,60
Uruguay,79,50,0,0,Imported cases only,0,,,,,,20200320,60
"Venezuela (Bolivarian 
Republic of)",36,0,0,0,Imported cases only,1,,,,,,20200320,60
Dominican Republic,34,13,2,1,Local transmission,0,,,,,,20200320,60
"Bolivia (Plurinational 
State of)",15,3,0,0,Imported cases only,0,,,,,,20200320,60
Jamaica,15,2,1,1,Local transmission,0,,,,,,20200320,60
Honduras,12,3,0,0,Imported cases only,0,,,,,,20200320,60
Cuba,11,1,1,0,Local transmission,0,,,,,,20200320,60
Paraguay,11,0,0,0,Local transmission,1,,,,,,20200320,60
Guatemala,9,3,1,0,Imported cases only,0,,,,,,20200320,60
Trinidad and Tobago,9,2,0,0,Imported cases only,0,,,,,,20200320,60
Guyana,5,0,1,0,Local transmission,1,,,,,,20200320,60
Bahamas,3,0,0,0,Local transmission,1,,,,,,20200320,60
Barbados,2,0,0,0,Imported cases only,1,,,,,,20200320,60
Bermuda,2,0,0,0,Imported cases only,1,,,,,,20200320,60
Saint Lucia,2,0,0,0,Imported cases only,4,,,,,,20200320,60
Antigua and Barbuda,1,0,0,0,Imported cases only,6,,,,,,20200320,60
El Salvador,1,1,0,0,Imported cases only,0,,,,,,20200320,60
Montserrat,1,0,0,0,Imported cases only,1,,,,,,20200320,60
Nicaragua,1,1,0,0,Under investigation,0,,,,,,20200320,60
Suriname,1,0,0,0,Imported cases only,4,,,,,,20200320,60
"Saint Vincent and the 
Grenadines",1,0,0,0,Imported cases only,6,,,,,,20200320,60
Territories**,,,,,,,,,,,,20200320,60
Guadeloupe,45,12,0,0,Imported cases only,0,,,,,,20200320,60
Martinique,32,9,0,0,Imported cases only,0,,,,,,20200320,60
French Guiana,15,4,0,0,Local transmission,0,,,,,,20200320,60
Puerto Rico,6,1,0,0,Imported cases only,0,,,,,,20200320,60
Aruba,5,1,0,0,Imported cases only,0,,,,,,20200320,60
Saint Martin,4,0,0,0,Under investigation,1,,,,,,20200320,60
Cayman Islands,3,2,1,0,Imported cases only,0,,,,,,20200320,60
Curaçao,3,0,0,0,Imported cases only,2,,,,,,20200320,60
Saint Barthélemy,3,0,0,0,Under investigation,4,,,,,,20200320,60
"United States Virgin 
Islands",3,0,0,0,Imported cases only,1,,,,,,20200320,60
Sint Maarten,1,0,0,0,Imported cases only,1,,,,,,20200320,60
African Region,,,,,,,,,,,,20200320,60
South Africa,150,34,0,0,Local transmission,0,,,,,,20200320,60
Algeria,82,10,7,1,Local transmission,0,,,,,,20200320,60
Burkina Faso,40,14,1,0,Imported cases only,0,,,,,,20200320,60
Senegal,38,2,0,0,Local transmission,0,,,,,,20200320,60
Cameroon,15,5,0,0,Local transmission,0,,,,,,20200320,60
"Democratic Republic 
of the Congo",14,7,0,0,Local transmission,0,,,,,,20200320,60
Nigeria,12,4,0,0,Imported cases only,0,,,,,,20200320,60
Ghana,11,2,0,0,Local transmission,0,,,,,,20200320,60
Rwanda,11,0,0,0,Local transmission,1,,,,,,20200320,60
Cote d’Ivoire,9,0,0,0,Imported cases only,1,,,,,,20200320,60
Ethiopia,9,3,0,0,Imported cases only,0,,,,,,20200320,60
Togo,9,8,0,0,Imported cases only,0,,,,,,20200320,60
Kenya,7,0,0,0,Local transmission,1,,,,,,20200320,60
Mauritius,7,4,0,0,Under investigation,0,,,,,,20200320,60
Seychelles,6,0,0,0,Imported cases only,1,,,,,,20200320,60
"United Republic of 
Tanzania",6,3,0,0,Imported cases only,0,,,,,,20200320,60
Equatorial Guinea,4,1,0,0,Imported cases only,0,,,,,,20200320,60
Congo,3,0,0,0,Imported cases only,1,,,,,,20200320,60
Gabon,3,0,0,0,Imported cases only,1,,,,,,20200320,60
Namibia,3,1,0,0,Imported cases only,0,,,,,,20200320,60
Benin,2,1,0,0,Imported cases only,0,,,,,,20200320,60
Guinea,2,1,0,0,Imported cases only,0,,,,,,20200320,60
Liberia,2,0,0,0,Local transmission,1,,,,,,20200320,60
Mauritania,2,0,0,0,Imported cases only,1,,,,,,20200320,60
Zambia,2,0,0,0,Imported cases only,1,,,,,,20200320,60
"Central African 
Republic",1,0,0,0,Imported cases only,5,,,,,,20200320,60
Chad,1,1,0,0,Imported cases only,0,,,,,,20200320,60
Eswatini,1,0,0,0,Imported cases only,5,,,,,,20200320,60
Gambia,1,0,0,0,Imported cases only,1,,,,,,20200320,60
Niger,1,1,0,0,Imported cases only,0,,,,,,20200320,60
Territories**,,,,,,,,,,,,20200320,60
Réunion,15,3,0,0,Imported cases only,0,,,,,,20200320,60
Mayotte,4,1,0,0,Imported cases only,0,,,,,,20200320,60
"Subtotal for all 
regions",233361,24247,9833,1061,,,,,,,,20200320,60
"International 
conveyance 
(Diamond Princess)",712,0,7,0,Local transmission,4,,,,,,20200320,60
Grand total,234073,24247,9840,1061,,,,,,,,20200320,60
,,,,,,,,,,,,20200320,60
,,,,,,,,,,,,20200320,60
,,,,,,,,,,,,20200320,60
