0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,date,sitrep
Lebanon,304,37,4,0,Local transmission,0,,,,,,,,,20200325,65
United Arab Emirates,248,50,2,0,Local transmission,0,,,,,,,,,20200325,65
Kuwait,195,4,0,0,Local transmission,0,,,,,,,,,20200325,65
Morocco,170,27,5,1,Local transmission,0,,,,,,,,,20200325,65
Jordan,153,26,0,0,Imported cases only,0,,,,,,,,,20200325,65
Tunisia,114,25,3,0,Local transmission,0,,,,,,,,,20200325,65
Oman,99,15,0,0,Local transmission,0,,,,,,,,,20200325,65
Afghanistan,74,32,1,0,Imported cases only,0,,,,,,,,,20200325,65
Djibouti,3,0,0,0,Imported cases only,1,,,,,,,,,20200325,65
Sudan,3,1,1,0,Imported cases only,0,,,,,,,,,20200325,65
Libya,1,1,0,0,Imported cases only,0,,,,,,,,,20200325,65
Somalia,1,0,0,0,Imported cases only,8,,,,,,,,,20200325,65
Syrian Arab Republic,1,0,0,0,Imported cases only,2,,,,,,,,,20200325,65
Territories**,,,,,,,,,,,,,,,20200325,65
"occupied Palestinian 
60 
1 
0 
0 
Local transmission 
0 
territory",,,,,,,,,,,,,,,20200325,65
Region of the Americas,,,,,,,,,,,,,,,20200325,65
"United States of 
America",51914,9750,673,202,Local transmission,0,,,,,,,,,20200325,65
Brazil,2201,655,46,21,Local transmission,0,,,,,,,,,20200325,65
Canada,1739,307,25,5,Local transmission,0,,,,,,,,,20200325,65
Ecuador,1049,259,27,12,Local transmission,0,,,,,,,,,20200325,65
Chile,922,176,2,1,Local transmission,0,,,,,,,,,20200325,65
Peru,416,21,5,3,Local transmission,0,,,,,,,,,20200325,65
Mexico,370,0,4,0,Local transmission,1,,,,,,,,,20200325,65
Panama,345,0,6,0,Local transmission,1,,,,,,,,,20200325,65
Dominican Republic,312,67,6,3,Local transmission,0,,,,,,,,,20200325,65
Colombia,306,29,3,0,Local transmission,0,,,,,,,,,20200325,65
Argentina,301,35,4,0,Local transmission,0,,,,,,,,,20200325,65
Costa Rica,177,19,2,0,Local transmission,0,,,,,,,,,20200325,65
Uruguay,162,0,0,0,Imported cases only,1,,,,,,,,,20200325,65
"Venezuela (Bolivarian 
Republic of)",77,7,0,0,Local transmission,0,,,,,,,,,20200325,65
Trinidad and Tobago,57,6,0,0,Imported cases only,0,,,,,,,,,20200325,65
Cuba,48,8,1,0,Local transmission,0,,,,,,,,,20200325,65
Honduras,30,0,0,0,Local transmission,1,,,,,,,,,20200325,65
"Bolivia (Plurinational 
State of)",28,1,0,0,Local transmission,0,,,,,,,,,20200325,65
Paraguay,27,5,2,1,Local transmission,0,,,,,,,,,20200325,65
Guatemala,21,1,1,0,Local transmission,0,,,,,,,,,20200325,65
Jamaica,21,2,1,0,Local transmission,0,,,,,,,,,20200325,65
Barbados,18,1,0,0,Local transmission,0,,,,,,,,,20200325,65
Haiti,7,1,0,0,Imported cases only,0,,,,,,,,,20200325,65
Suriname,6,4,0,0,Imported cases only,0,,,,,,,,,20200325,65
El Salvador,5,2,0,0,Imported cases only,0,,,,,,,,,20200325,65
Guyana,5,0,1,0,Local transmission,6,,,,,,,,,20200325,65
Bahamas,4,0,0,0,Local transmission,4,,,,,,,,,20200325,65
Antigua and Barbuda,3,2,0,0,Imported cases only,0,,,,,,,,,20200325,65
Saint Lucia,3,0,0,0,Imported cases only,1,,,,,,,,,20200325,65
Dominica,2,1,0,0,Imported cases only,0,,,,,,,,,20200325,65
Nicaragua,2,0,0,0,Imported cases only,3,,,,,,,,,20200325,65
Belize,1,0,0,0,Imported cases only,1,,,,,,,,,20200325,65
Grenada,1,0,0,0,Imported cases only,2,,,,,,,,,20200325,65
"Saint Vincent and the 
Grenadines",1,0,0,0,Imported cases only,12,,,,,,,,,20200325,65
Territories**,,,,,,,,,,,,,,,20200325,65
Guadeloupe,73,11,0,0,Imported cases only,0,,,,,,,,,20200325,65
Martinique,57,4,0,0,Imported cases only,0,,,,,,,,,20200325,65
Puerto Rico,39,8,2,0,Imported cases only,0,,,,,,,,,20200325,65
French Guiana,23,3,0,0,Local transmission,0,,,,,,,,,20200325,65
"United States Virgin 
Islands",17,0,0,0,Imported cases only,1,,,,,,,,,20200325,65
Aruba,12,3,0,0,Local transmission,0,,,,,,,,,20200325,65
Saint Martin,8,0,0,0,Under investigation,1,,,,,,,,,20200325,65
Bermuda,6,0,0,0,Imported cases only,1,,,,,,,,,20200325,65
Curaçao,6,2,1,0,Imported cases only,0,,,,,,,,,20200325,65
Cayman Islands,5,0,1,0,Imported cases only,1,,,,,,,,,20200325,65
Saint Barthélemy,3,0,0,0,Under investigation,9,,,,,,,,,20200325,65
Sint Maarten,2,0,0,0,Imported cases only,1,,,,,,,,,20200325,65
Montserrat,1,0,0,0,Imported cases only,7,,,,,,,,,20200325,65
"Turks and Caicos 
Islands",1,0,0,0,Imported cases only,1,,,,,,,,,20200325,65
African Region,,,,,,,,,,,,,,,20200325,65
South Africa,554,152,0,0,Local transmission,0,,,,,,,,,20200325,65
Algeria,264,33,17,0,Local transmission,0,,,,,,,,,20200325,65
Burkina Faso,114,15,3,0,Local transmission,0,,,,,,,,,20200325,65
Senegal,86,7,0,0,Local transmission,0,,,,,,,,,20200325,65
Cameroon,72,0,1,1,Local transmission,1,,,,,,,,,20200325,65
Côte d’Ivoire,72,47,0,0,Imported cases only,0,,,,,,,,,20200325,65
Ghana,53,26,2,0,Local transmission,0,,,,,,,,,20200325,65
"Democratic Republic 
of the Congo",45,9,2,0,Local transmission,0,,,,,,,,,20200325,65
Mauritius,42,6,2,2,Imported cases only,0,,,,,,,,,20200325,65
Nigeria,42,20,0,0,Imported cases only,0,,,,,,,,,20200325,65
Rwanda,40,4,0,0,Local transmission,0,,,,,,,,,20200325,65
Kenya,25,9,0,0,Local transmission,0,,,,,,,,,20200325,65
Togo,20,2,0,0,Imported cases only,0,,,,,,,,,20200325,65
Madagascar,19,6,0,0,Imported cases only,0,,,,,,,,,20200325,65
Ethiopia,12,1,0,0,Imported cases only,0,,,,,,,,,20200325,65
"United Republic of 
Tanzania",12,0,0,0,Imported cases only,2,,,,,,,,,20200325,65
Uganda,9,0,0,0,Imported cases only,1,,,,,,,,,20200325,65
Seychelles,7,0,0,0,Imported cases only,3,,,,,,,,,20200325,65
Equatorial Guinea,6,0,0,0,Imported cases only,3,,,,,,,,,20200325,65
Gabon,6,0,1,0,Imported cases only,2,,,,,,,,,20200325,65
Benin,5,0,0,0,Imported cases only,1,,,,,,,,,20200325,65
"Central African 
Republic",4,0,0,0,Imported cases only,2,,,,,,,,,20200325,65
Congo,4,0,0,0,Imported cases only,3,,,,,,,,,20200325,65
Eswatini,4,0,0,0,Imported cases only,2,,,,,,,,,20200325,65
Guinea,4,0,0,0,Imported cases only,1,,,,,,,,,20200325,65
Namibia,4,1,0,0,Imported cases only,0,,,,,,,,,20200325,65
Cabo Verde,3,0,0,0,Imported cases only,3,,,,,,,,,20200325,65
Chad,3,0,0,0,Imported cases only,1,,,,,,,,,20200325,65
Liberia,3,0,0,0,Local transmission,3,,,,,,,,,20200325,65
Mozambique,3,2,0,0,Imported cases only,0,,,,,,,,,20200325,65
Zambia,3,0,0,0,Imported cases only,2,,,,,,,,,20200325,65
Angola,2,0,0,0,Imported cases only,3,,,,,,,,,20200325,65
Gambia,2,1,0,0,Imported cases only,0,,,,,,,,,20200325,65
Mauritania,2,0,0,0,Imported cases only,6,,,,,,,,,20200325,65
Niger,2,0,0,0,Imported cases only,1,,,,,,,,,20200325,65
Zimbabwe,2,0,1,0,Imported cases only,3,,,,,,,,,20200325,65
Eritrea,1,0,0,0,Imported cases only,3,,,,,,,,,20200325,65
Territories**,,,,,,,,,,,,,,,20200325,65
Réunion,83,12,0,0,Local transmission,0,,,,,,,,,20200325,65
Mayotte,30,6,0,0,Local transmission,0,,,,,,,,,20200325,65
"Subtotal for all 
regions",412755,40712,18426,2202,,,,,,,,,,,20200325,65
"International 
conveyance 
(Diamond Princess)",712,0,7,0,Local transmission,9,,,,,,,,,20200325,65
Grand total,413467,40712,18433,2202,,,,,,,,,,,20200325,65
,,,,,,,,,,,,,,,20200325,65
,,,,,,,,,,,,,,,20200325,65
,,,,,,,,,,,,,,,20200325,65
