0,1,2,3,4,5,6,7,8,9,10,11,date,sitrep
Cayman Islands,3,0,1,0,Imported cases only,2,,,,,,20200322,62
Curaçao,3,0,1,1,Imported cases only,4,,,,,,20200322,62
Saint Barthélemy,3,0,0,0,Under investigation,6,,,,,,20200322,62
Bermuda,2,0,0,0,Imported cases only,3,,,,,,20200322,62
Montserrat,1,0,0,0,Imported cases only,3,,,,,,20200322,62
Sint Maarten,1,0,0,0,Imported cases only,3,,,,,,20200322,62
African Region,,,,,,,,,,,,20200322,62
South Africa,240,35,0,0,Local transmission,0,,,,,,20200322,62
Algeria,94,0,15,5,Local transmission,1,,,,,,20200322,62
Burkina Faso,72,32,3,2,Local transmission,0,,,,,,20200322,62
Senegal,56,18,0,0,Local transmission,0,,,,,,20200322,62
Cameroon,27,5,0,0,Local transmission,0,,,,,,20200322,62
"Democratic Republic 
of the Congo",23,9,1,1,Local transmission,0,,,,,,20200322,62
Nigeria,22,10,0,0,Imported cases only,0,,,,,,20200322,62
Ghana,19,3,0,0,Local transmission,0,,,,,,20200322,62
Rwanda,17,6,0,0,Local transmission,0,,,,,,20200322,62
Togo,15,6,0,0,Imported cases only,0,,,,,,20200322,62
Mauritius,12,0,0,0,Imported cases only,1,,,,,,20200322,62
Côte d’Ivoire,9,0,0,0,Imported cases only,3,,,,,,20200322,62
Ethiopia,9,0,0,0,Imported cases only,2,,,,,,20200322,62
Kenya,7,0,0,0,Local transmission,3,,,,,,20200322,62
Seychelles,7,1,0,0,Imported cases only,0,,,,,,20200322,62
Equatorial Guinea,6,2,0,0,Imported cases only,0,,,,,,20200322,62
"United Republic of 
Tanzania",6,0,0,0,Imported cases only,2,,,,,,20200322,62
Congo,4,1,0,0,Imported cases only,0,,,,,,20200322,62
Cabo Verde,3,2,0,0,Imported cases only,0,,,,,,20200322,62
"Central African 
Republic",3,2,0,0,Imported cases only,0,,,,,,20200322,62
Gabon,3,0,1,0,Imported cases only,3,,,,,,20200322,62
Liberia,3,1,0,0,Local transmission,0,,,,,,20200322,62
Madagascar,3,3,0,0,Under investigation,0,,,,,,20200322,62
Namibia,3,0,0,0,Imported cases only,2,,,,,,20200322,62
Angola,2,2,0,0,Imported cases only,0,,,,,,20200322,62
Benin,2,0,0,0,Imported cases only,2,,,,,,20200322,62
Guinea,2,0,0,0,Imported cases only,2,,,,,,20200322,62
Mauritania,2,0,0,0,Imported cases only,3,,,,,,20200322,62
Zambia,2,0,0,0,Imported cases only,3,,,,,,20200322,62
Zimbabwe,2,1,0,0,Imported cases only,0,,,,,,20200322,62
Chad,1,0,0,0,Imported cases only,2,,,,,,20200322,62
Eritrea,1,1,0,0,Imported cases only,0,,,,,,20200322,62
Eswatini,1,0,0,0,Imported cases only,7,,,,,,20200322,62
Gambia,1,0,0,0,Imported cases only,3,,,,,,20200322,62
Niger,1,0,0,0,Imported cases only,2,,,,,,20200322,62
Uganda,1,1,0,0,Imported cases only,0,,,,,,20200322,62
Territories**,,,,,,,,,,,,20200322,62
"Réunion 
47 
19 
0 
0 
Imported cases only 
0",,,,,,,,,,,,20200322,62
"Mayotte 
11 
7 
0 
0 
Imported cases only 
0",,,,,,,,,,,,20200322,62
"Subtotal for all 
291430 
26069 
12776 
1600",,,,,,,,,,,,20200322,62
regions,,,,,,,,,,,,20200322,62
"International 
conveyance 
(Diamond Princess)",712,0,7,0,Local transmission,6,,,,,,20200322,62
Grand total,292142,26069,12783,1600,,,,,,,,20200322,62
,,,,,,,,,,,,20200322,62
,,,,,,,,,,,,20200322,62
,,,,,,,,,,,,20200322,62
